f_property_type,f_neighbourhood_cleansed,f_host_response_time,price,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,d_baby_bath,d_babysitter_recommendations,d_baking_sheet,d_bathroom_essentials,d_beach_essentials,d_bread_maker,d_building_staff,d_carbon_monoxide_alarm,d_changing_table,d_cleaning_products,d_dining_table,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_fireplace_guards,d_game_console,d_hangers,d_high_chair,d_host_greets_you,d_hot_water,d_hot_water_kettle,d_indoor_fireplace,d_keypad,d_lake_access,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_outdoor_dining_area,d_outdoor_furniture,d_private_entrance,d_roomdarkening_shades,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_waterfront,d_have_kitchen,d_have_stove,d_have_oven,d_refrigerator,d_coffee_machine,d_bbq_equipment,d_free_parking,d_paid_parking,d_bath_tub,d_linens,d_wifi,d_streaming_services,d_tv,d_sound_system,d_shampoo_conditioner,d_body_wash,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_cooling,d_balcony,d_garden,d_have_board_game,d_clothing_storage,d_have_breakfast,d_have_cleaning_before_checkout,d_have_workspace,d_cutlary_glasses,d_have_first_aid,d_have_sauna,d_have_fitnessgym,d_family_friendly,d_have_pool,d_have_crib,d_host_is_superhost,d_host_identity_verified,d_instant_bookable,local_price,id,host_id,neighbourhood_cleansed,room_type,property_type,ln_price,d_flag_bedrooms,flag_review_scores_rating,flag_host_acceptance_rate,p_host_acceptance_rate,flag_host_response_rate,p_host_response_rate,flag_host_response_time,flag_days_since_first_review,n_days_since_first_review,flag_reviews_per_month,f_days_since_first_review,f_bathroom,f_bedroom,f_beds,f_review_score_rating,f_number_of_reviews,f_minimum_nights,ln_number_of_reviews,ln_days_since_first_review
Loft,Yarra,1,100.11,6,1.5,2,5,4.68,117,1.4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,141,4769799,24297745,Yarra,Entire home/apt,Loft,4.606269581431392,0,0,0,100,0,100,0,0,2512,0,3,1,2,3,4.5+,3,2,4.770684624465665,7.828834527588089
Condo,Melbourne,2,217.97,6,2,3,3,4.94,99,1.18,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,307,4890801,13907430,Melbourne,Entire home/apt,Condo,5.384357438640421,0,0,0,100,0,100,0,0,2518,0,3,2,3,3,4.5+,3,3,4.605170185988092,7.831220214604293
Condo,Port Phillip,1,99.39999999999999,2,1,1,1,4.66,116,1.37,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,140,4917638,25325229,Port Phillip,Entire home/apt,Condo,4.599152113662528,0,0,0,89,0,100,0,0,2547,0,3,1,1,1,4.5+,3,4,4.762173934797756,7.842671474979457
Condo,Port Phillip,2,53.25,2,1,1,1,4.71,121,1.45,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,75,5028881,1143495,Port Phillip,Entire home/apt,Condo,3.9749978045895347,1,0,0,93,0,90,0,0,2505,0,3,1,1,1,4.5+,3,1,4.804021044733257,7.826044013518965
Loft,Yarra,1,111.47,2,1,1,1,4.93,164,1.95,3,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,157,5288609,27385840,Yarra,Entire home/apt,Loft,4.713755496401532,0,0,0,93,0,100,0,0,2517,0,3,1,1,1,4.5+,3,3,5.10594547390058,7.830822995135316
Condo,Melbourne,2,156.2,4,2,2,2,4.95,37,0.47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,220,5551419,17532139,Melbourne,Entire home/apt,Condo,5.051137237405586,0,0,0,100,0,100,0,0,2355,0,3,2,2,2,4.5+,2,4,3.6375861597263857,7.764296006450518
Loft,Melbourne,missing,81.64999999999999,2,1.5,1,2,4.84,39,0.47,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,115,5762622,29897264,Melbourne,Entire home/apt,Loft,4.402441819416474,0,0,1,96,1,98,1,0,2476,0,3,1,1,2,4.5+,2,2,3.6888794541139363,7.814399633804487
Condo,Whitehorse,2,40.47,4,1,2,2,4.07,15,0.31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,57,5893976,29080590,Whitehorse,Entire home/apt,Condo,3.7005609588877744,0,0,0,80,0,100,0,0,1470,0,3,1,2,2,0-4.5,2,4,2.772588722239781,7.293017679772782
Loft,Yarra,1,106.5,2,1,1,1,4.81,162,2.05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,150,6348552,33071051,Yarra,Entire home/apt,Loft,4.66814498514948,0,0,0,96,0,70,0,0,2365,0,3,1,1,1,4.5+,3,3,5.093750200806762,7.768533300926033
Loft,Yarra,2,173.95,2,1,1,1,4.89,122,1.52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,245,6416547,3632953,Yarra,Entire home/apt,Loft,5.158767901597951,1,0,0,89,0,100,0,0,2412,0,3,1,1,1,4.5+,3,2,4.812184355372417,7.788211557847076
Condo,Yarra,1,276.9,4,2.5,2,2,4.93,43,0.54,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,390,6453511,3954907,Yarra,Entire home/apt,Condo,5.623656430176916,0,0,0,99,0,100,0,0,2375,0,3,2,2,2,4.5+,2,2,3.784189633918261,7.772752716468742
Condo,Port Phillip,2,92.3,2,1,1,1,4.6,5,0.06,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,130,6706810,3066914,Port Phillip,Entire home/apt,Condo,4.525044141508807,0,0,1,96,0,100,0,0,2363,0,3,1,1,1,4.5+,2,4,1.791759469228055,7.767687277186908
Condo,Melbourne,1,198.79999999999998,4,1,1,1,4.93,116,1.52,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,280,6892254,13140045,Melbourne,Entire home/apt,Condo,5.292299294222474,0,0,0,91,0,100,0,0,2281,0,3,1,1,1,4.5+,3,1,4.762173934797756,7.732369222284388
Condo,Moreland,2,47.57,2,1,1,1,4.88,26,0.39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,67,7053747,5343498,Moreland,Entire home/apt,Condo,3.8622023104441903,0,0,0,100,0,100,0,0,2014,0,3,1,1,1,4.5+,2,4,3.295836866004329,7.607878073278507
Condo,Yarra,4,142,4,2.5,2,2,4.77,13,0.17,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,200,7406758,6249783,Yarra,Entire home/apt,Condo,4.955827057601261,0,0,0,10,0,25,0,0,2314,0,3,2,2,2,4.5+,2,4,2.6390573296152584,7.746732907753622
Loft,Melbourne,missing,106.5,4,1.5,2,2,5,2,0.03,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,7549518,30626856,Melbourne,Entire home/apt,Loft,4.66814498514948,0,0,1,96,1,98,1,0,2266,0,3,1,2,2,4.5+,2,3,1.0986122886681098,7.725771441587952
Condo,Port Phillip,2,185.31,4,2,2,2,4.95,42,0.54,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,261,7623496,39990768,Port Phillip,Entire home/apt,Condo,5.222030098375917,0,0,0,73,0,100,0,0,2328,0,3,2,2,2,4.5+,2,2,3.7612001156935624,7.752764808851328
Condo,Port Phillip,1,56.089999999999996,2,1,1,1,4.95,124,1.65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,79,7697528,2747778,Port Phillip,Entire home/apt,Condo,4.026957543520245,0,0,0,44,0,100,0,0,2249,0,3,1,1,1,4.5+,3,2,4.8283137373023015,7.718240951959316
Condo,Boroondara,missing,56.089999999999996,2,1,1,1,4.8,0,0.85,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,8005793,42266065,Boroondara,Entire home/apt,Condo,4.026957543520245,0,1,1,96,1,98,1,1,736.5,1,2,1,1,1,4.5+,1,4,0,6.601909235902685
Condo,Melbourne,1,85.91,4,1,1,1,4.9,286,3.87,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,121,8121793,1718997,Melbourne,Entire home/apt,Condo,4.453300236649965,0,0,0,97,0,100,0,0,2218,0,3,1,1,1,4.5+,3,1,5.659482215759621,7.704361167910313
Loft,Yarra,missing,247.79,5,2,3,3,4.86,14,0.19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,349,8292531,43719434,Yarra,Entire home/apt,Loft,5.5125816132556515,0,0,1,96,1,98,1,0,2260,0,3,2,3,3,4.5+,2,3,2.70805020110221,7.723120092266331
Condo,Yarra,missing,81.64999999999999,4,2.5,2,3,5,4,0.05,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,115,8924382,23056379,Yarra,Entire home/apt,Condo,4.402441819416474,0,0,1,96,1,98,1,0,2244,0,3,2,2,3,4.5+,2,2,1.6094379124341003,7.716015266642587
Loft,Melbourne,1,248.5,2,2,1,2,5,4,0.07,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,350,8959007,42237013,Melbourne,Entire home/apt,Loft,5.5154428455366835,0,0,0,50,0,100,0,0,1732,0,3,2,1,2,4.5+,2,4,1.6094379124341003,7.4570320891223805
Condo,Yarra,1,78.1,2,2,1,1,5,21,0.3,30,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,110,9066826,29348474,Yarra,Entire home/apt,Condo,4.35799005684564,0,0,0,100,0,100,0,0,2118,0,3,2,1,1,4.5+,2,4,3.091042453358316,7.658227526161352
Loft,Stonnington,missing,94.42999999999999,4,1,2,2,4.9,48,0.66,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,133,9203056,2974245,Stonnington,Entire home/apt,Loft,4.547858819274977,0,0,0,100,1,98,1,0,2194,0,3,1,2,2,4.5+,2,2,3.8918202981106265,7.693481640835175
Condo,Port Phillip,missing,60.349999999999994,3,1,1,1,4.73,102,1.37,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,85,9352215,1219736,Port Phillip,Entire home/apt,Condo,4.10016094754354,0,0,0,100,1,98,1,0,2230,0,3,1,1,1,4.5+,3,3,4.634728988229636,7.709756864454165
Loft,Melbourne,missing,85.19999999999999,2,1,1,1,4.78,49,0.66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,120,9401564,8380622,Melbourne,Entire home/apt,Loft,4.44500143383527,0,0,1,96,1,98,1,0,2240,0,3,1,1,1,4.5+,2,2,3.912023005428146,7.7142311448490855
Loft,Port Phillip,missing,68.86999999999999,2,1,1,1,4.83,300,4.04,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,97,9417421,174545668,Port Phillip,Entire home/apt,Loft,4.2322206695566065,0,0,1,96,1,98,1,0,2226,0,3,1,1,1,4.5+,3,2,5.707110264748875,7.70796153183549
Condo,Melbourne,missing,85.19999999999999,2,1,1,1,5,1,0.01,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,120,9516719,49310793,Melbourne,Entire home/apt,Condo,4.44500143383527,0,0,1,96,1,98,1,0,2195,0,3,1,1,1,4.5+,2,3,0.6931471805599453,7.693937325509272
Loft,Moreland,missing,110.05,4,2.5,2,2,5,2,0.03,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,155,9600502,45624751,Moreland,Entire home/apt,Loft,4.70093480797247,0,0,1,96,1,98,1,0,2118,0,3,2,2,2,4.5+,2,3,1.0986122886681098,7.658227526161352
Loft,Yarra,1,57.51,2,1,1,2,4.92,51,0.69,9,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,81,9960983,9081456,Yarra,Entire home/apt,Loft,4.051958845725663,1,0,0,79,0,100,0,0,2201,0,3,1,1,2,4.5+,3,4,3.9512437185814275,7.696667081526462
Loft,Stonnington,1,71.71,2,1,1,1,4.51,266,3.63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,101,10122239,51862922,Stonnington,Entire home/apt,Loft,4.272630207894483,0,0,0,99,0,93,0,0,2199,0,3,1,1,1,4.5+,3,2,5.58724865840025,7.695757990554761
Loft,Stonnington,1,75.25999999999999,2,1,1,1,4.64,268,3.66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,106,10127928,51862922,Stonnington,Entire home/apt,Loft,4.3209487851652915,0,0,0,99,0,93,0,0,2198,0,3,1,1,1,4.5+,3,2,5.594711379601839,7.6953031349635665
Loft,Stonnington,1,59.64,2,1,1,1,4.71,231,3.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,84,10128616,51862922,Stonnington,Entire home/apt,Loft,4.088326489896538,0,0,0,99,0,93,0,0,2197,0,3,1,1,1,4.5+,3,2,5.44673737166631,7.69484807238461
Loft,Stonnington,1,82.36,2,1,1,1,4.72,212,2.92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,116,10128759,51862922,Stonnington,Entire home/apt,Loft,4.411099882159589,0,0,0,99,0,93,0,0,2176,0,3,1,1,1,4.5+,3,2,5.3612921657094255,7.685243607975833
Loft,Stonnington,1,71.71,2,1,1,1,4.65,209,2.89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,101,10128917,51862922,Stonnington,Entire home/apt,Loft,4.272630207894483,0,0,0,99,0,93,0,0,2165,0,3,1,1,1,4.5+,3,2,5.3471075307174685,7.68017564043659
Loft,Stonnington,1,68.86999999999999,2,1,1,1,4.64,228,3.14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,97,10129022,51862922,Stonnington,Entire home/apt,Loft,4.2322206695566065,0,0,0,99,0,93,0,0,2176,0,3,1,1,1,4.5+,3,2,5.43372200355424,7.685243607975833
Loft,Stonnington,1,115.02,2,1,1,1,4.78,371,5.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,162,10129132,51862922,Stonnington,Entire home/apt,Loft,4.745106026285608,0,0,0,99,0,93,0,0,2199,0,3,1,1,1,4.5+,3,2,5.918893854273146,7.695757990554761
Condo,Melbourne,2,56.8,2,1,1,1,4.62,58,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,80,10299850,51685763,Melbourne,Entire home/apt,Condo,4.039536325727106,1,0,0,96,0,100,0,0,2175,0,3,1,1,1,4.5+,3,2,4.07753744390572,7.684783943522785
Loft,Port Phillip,missing,92.3,2,1,1,1,4.83,183,2.51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,130,10302256,265510675,Port Phillip,Entire home/apt,Loft,4.525044141508807,0,0,1,96,1,98,1,0,2184,0,3,1,1,1,4.5+,3,2,5.214935757608986,7.688913336864796
Loft,Port Phillip,2,163.29999999999998,2,1,1,1,4.39,28,0.39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,230,10498513,2058617,Port Phillip,Entire home/apt,Loft,5.095588999976419,0,0,0,86,0,94,0,0,2152,0,3,1,1,1,0-4.5,2,3,3.367295829986474,7.674152921281675
Condo,Port Phillip,1,70.28999999999999,3,1,1,1,4.9,210,2.92,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,99,10791241,35114547,Port Phillip,Entire home/apt,Condo,4.2526295411878134,0,0,0,100,0,71,0,0,2156,0,3,1,1,1,4.5+,3,2,5.351858133476067,7.6760099320288875
Loft,Banyule,missing,64.61,2,1,2,2,5,8,0.11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,91,10814318,11022443,Banyule,Entire home/apt,Loft,4.168369197570074,0,0,1,96,1,98,1,0,2152,0,3,1,2,2,4.5+,2,2,2.1972245773362196,7.674152921281675
Loft,Yarra,1,131.35,3,1.5,1,2,4.79,168,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,185,10859819,26609368,Yarra,Entire home/apt,Loft,4.877865516131549,0,0,0,93,0,100,0,0,2015,0,3,1,1,2,4.5+,3,1,5.1298987149230735,7.608374474380783
