f_property_type,f_neighbourhood_cleansed,f_host_response_time,price,n_host_response_rate,n_host_acceptance_rate,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_calculated_host_listings_count,n_days_since,d_reviews_per_month,d_baby_bath,d_babysitter_recommendations,d_baking_sheet,d_bathroom_essentials,d_beach_essentials,d_bread_maker,d_building_staff,d_carbon_monoxide_alarm,d_changing_table,d_cleaning_products,d_dining_table,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_fireplace_guards,d_game_console,d_hangers,d_high_chair,d_host_greets_you,d_hot_water,d_hot_water_kettle,d_indoor_fireplace,d_keypad,d_lake_access,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_outdoor_dining_area,d_outdoor_furniture,d_private_entrance,d_roomdarkening_shades,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_waterfront,d_have_kitchen,d_have_stove,d_have_oven,d_have_refrigeratorfridgefreezer,d_have_coffeenespresso,d_have_bbq_grilbarbecue,d_have_freeon_premisesfreestreet,d_have_paidparking,d_have_bathtubbath_tubhot_tub,d_have_linenscomforts,d_have_wifiinternet,d_have_netflixamazoneapplerokuhbo,d_have_tvhdtv,d_have_speakerssound_system,d_have_shampooconditioner,d_have_body_soapbody_washshower_gel,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_have_air_condfan,d_have_patio_or_balconyterrace,d_have_backyardgarden,d_have_board_game,d_have_closetwardrobeclothing_storage,d_have_breakfast,d_have_cleaning_before_checkout,d_have_workspace,d_have_cooking_basicsdishesrice_makertoasterglasses,d_have_first_aid,d_have_sauna,d_have_fitnessgym,d_have_children2551010,d_have_pool,d_have_crib,d_host_is_superhost,d_host_identity_verified,d_instant_bookable,local_price,id,host_id,neighbourhood_cleansed,room_type,property_type
Condo,Wyndham,within an hour,219.39,100,88,5,2,3,3,4.67,6,0.07,2,2,2520,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,309,3912943,494898,Wyndham,Entire home/apt,Condo
Condo,Port Phillip,within a day,79.52,100,100,2,1,1,1,5,5,0.06,28,2,2553,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,112,4001156,10061304,Port Phillip,Entire home/apt,Condo
Loft,Melbourne,NA,87.33,NA,NA,5,1.5,2,2,4.76,49,0.56,3,3,2602,0.56,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,123,4258210,8523310,Melbourne,Entire home/apt,Loft
Condo,Port Phillip,within an hour,48.28,100,100,2,1,NA,1,4.31,16,0.46,2,1,1050,0.46,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,68,4413406,436044,Port Phillip,Entire home/apt,Condo
Condo,Melbourne,within a day,80.94,100,77,3,1,1,2,4.74,182,2.15,2,2,2543,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,114,4653923,13552259,Melbourne,Entire home/apt,Condo
Loft,Yarra,within an hour,100.11,100,100,6,1.5,2,5,4.68,117,1.4,2,2,2512,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,141,4769799,24297745,Yarra,Entire home/apt,Loft
Condo,Melbourne,within a few hours,217.97,100,100,6,2,3,3,4.94,99,1.18,3,1,2518,1.18,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,307,4890801,13907430,Melbourne,Entire home/apt,Condo
Condo,Port Phillip,within an hour,99.39999999999999,100,89,2,1,1,1,4.66,116,1.37,5,1,2547,1.37,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,140,4917638,25325229,Port Phillip,Entire home/apt,Condo
Condo,Port Phillip,within a few hours,53.25,90,93,2,1,NA,1,4.71,121,1.45,1,1,2505,1.45,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,75,5028881,1143495,Port Phillip,Entire home/apt,Condo
Loft,Yarra,within an hour,111.47,100,93,2,1,1,1,4.93,164,1.95,3,1,2517,1.95,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,157,5288609,27385840,Yarra,Entire home/apt,Loft
Condo,Melbourne,within a few hours,156.2,100,100,4,2,2,2,4.95,37,0.47,4,1,2355,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,220,5551419,17532139,Melbourne,Entire home/apt,Condo
Loft,Melbourne,NA,81.64999999999999,NA,NA,2,1.5,1,2,4.84,39,0.47,2,1,2476,0.47,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,115,5762622,29897264,Melbourne,Entire home/apt,Loft
Condo,Whitehorse,within a few hours,40.47,100,80,4,1,2,2,4.07,15,0.31,4,3,1470,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,57,5893976,29080590,Whitehorse,Entire home/apt,Condo
Loft,Yarra,within an hour,106.5,70,96,2,1,1,1,4.81,162,2.05,3,2,2365,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,150,6348552,33071051,Yarra,Entire home/apt,Loft
Loft,Yarra,within a few hours,173.95,100,89,2,1,NA,1,4.89,122,1.52,2,2,2412,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,245,6416547,3632953,Yarra,Entire home/apt,Loft
Condo,Yarra,within an hour,276.9,100,99,4,2.5,2,2,4.93,43,0.54,2,1,2375,0.54,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,390,6453511,3954907,Yarra,Entire home/apt,Condo
Condo,Port Phillip,within a few hours,92.3,100,NA,2,1,1,1,4.6,5,0.06,21,1,2363,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,130,6706810,3066914,Port Phillip,Entire home/apt,Condo
Condo,Melbourne,within an hour,198.79999999999998,100,91,4,1,1,1,4.93,116,1.52,1,2,2281,1.52,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,280,6892254,13140045,Melbourne,Entire home/apt,Condo
Condo,Moreland,within a few hours,47.57,100,100,2,1,1,1,4.88,26,0.39,28,1,2014,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,67,7053747,5343498,Moreland,Entire home/apt,Condo
Condo,Yarra,a few days or more,142,25,10,4,2.5,2,2,4.77,13,0.17,7,1,2314,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,200,7406758,6249783,Yarra,Entire home/apt,Condo
Loft,Melbourne,NA,106.5,NA,NA,4,1.5,2,2,5,2,0.03,3,1,2266,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,7549518,30626856,Melbourne,Entire home/apt,Loft
Condo,Port Phillip,within a few hours,185.31,100,73,4,2,2,2,4.95,42,0.54,2,1,2328,0.54,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,261,7623496,39990768,Port Phillip,Entire home/apt,Condo
Condo,Port Phillip,within an hour,56.089999999999996,100,44,2,1,1,1,4.95,124,1.65,2,1,2249,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,79,7697528,2747778,Port Phillip,Entire home/apt,Condo
Condo,Boroondara,NA,56.089999999999996,NA,NA,2,1,1,1,NA,0,NA,19,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,8005793,42266065,Boroondara,Entire home/apt,Condo
Condo,Melbourne,within an hour,85.91,100,97,4,1,1,1,4.9,286,3.87,1,1,2218,3.87,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,121,8121793,1718997,Melbourne,Entire home/apt,Condo
Loft,Yarra,NA,247.79,NA,NA,5,2,3,3,4.86,14,0.19,3,1,2260,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,349,8292531,43719434,Yarra,Entire home/apt,Loft
Condo,Yarra,NA,81.64999999999999,NA,NA,4,2.5,2,3,5,4,0.05,2,1,2244,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,115,8924382,23056379,Yarra,Entire home/apt,Condo
Loft,Melbourne,within an hour,248.5,100,50,2,2,1,2,5,4,0.07,5,1,1732,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,350,8959007,42237013,Melbourne,Entire home/apt,Loft
Condo,Yarra,within an hour,78.1,100,100,2,2,1,1,5,21,0.3,30,1,2118,0.3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,110,9066826,29348474,Yarra,Entire home/apt,Condo
Loft,Stonnington,NA,94.42999999999999,NA,100,4,1,2,2,4.9,48,0.66,2,1,2194,0.66,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,133,9203056,2974245,Stonnington,Entire home/apt,Loft
Condo,Port Phillip,NA,60.349999999999994,NA,100,3,1,1,1,4.73,102,1.37,3,1,2230,1.37,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,85,9352215,1219736,Port Phillip,Entire home/apt,Condo
Loft,Melbourne,NA,85.19999999999999,NA,NA,2,1,1,1,4.78,49,0.66,2,1,2240,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,120,9401564,8380622,Melbourne,Entire home/apt,Loft
Loft,Port Phillip,NA,68.86999999999999,NA,NA,2,1,1,1,4.83,300,4.04,2,1,2226,4.04,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,97,9417421,174545668,Port Phillip,Entire home/apt,Loft
Condo,Melbourne,NA,85.19999999999999,NA,NA,2,1,1,1,5,1,0.01,3,1,2195,0.01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,120,9516719,49310793,Melbourne,Entire home/apt,Condo
Loft,Moreland,NA,110.05,NA,NA,4,2.5,2,2,5,2,0.03,3,1,2118,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,155,9600502,45624751,Moreland,Entire home/apt,Loft
Loft,Yarra,within an hour,57.51,100,79,2,1,NA,2,4.92,51,0.69,9,1,2201,0.69,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,81,9960983,9081456,Yarra,Entire home/apt,Loft
Loft,Stonnington,within an hour,71.71,93,99,2,1,1,1,4.51,266,3.63,2,9,2199,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,101,10122239,51862922,Stonnington,Entire home/apt,Loft
Loft,Stonnington,within an hour,75.25999999999999,93,99,2,1,1,1,4.64,268,3.66,2,9,2198,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,106,10127928,51862922,Stonnington,Entire home/apt,Loft
Loft,Stonnington,within an hour,59.64,93,99,2,1,1,1,4.71,231,3.15,2,9,2197,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,84,10128616,51862922,Stonnington,Entire home/apt,Loft
Loft,Stonnington,within an hour,82.36,93,99,2,1,1,1,4.72,212,2.92,2,9,2176,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,116,10128759,51862922,Stonnington,Entire home/apt,Loft
Loft,Stonnington,within an hour,71.71,93,99,2,1,1,1,4.65,209,2.89,2,9,2165,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,101,10128917,51862922,Stonnington,Entire home/apt,Loft
Loft,Stonnington,within an hour,68.86999999999999,93,99,2,1,1,1,4.64,228,3.14,2,9,2176,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,97,10129022,51862922,Stonnington,Entire home/apt,Loft
Loft,Stonnington,within an hour,115.02,93,99,2,1,1,1,4.78,371,5.06,2,9,2199,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,162,10129132,51862922,Stonnington,Entire home/apt,Loft
Condo,Melbourne,within a few hours,56.8,100,96,2,1,NA,1,4.62,58,0.8,2,1,2175,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,80,10299850,51685763,Melbourne,Entire home/apt,Condo
Loft,Port Phillip,NA,92.3,NA,NA,2,1,1,1,4.83,183,2.51,2,1,2184,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,130,10302256,265510675,Port Phillip,Entire home/apt,Loft
Loft,Port Phillip,within a few hours,163.29999999999998,94,86,2,1,1,1,4.39,28,0.39,3,12,2152,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,230,10498513,2058617,Port Phillip,Entire home/apt,Loft
Condo,Port Phillip,within an hour,70.28999999999999,71,100,3,1,1,1,4.9,210,2.92,2,1,2156,2.92,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,99,10791241,35114547,Port Phillip,Entire home/apt,Condo
Loft,Banyule,NA,64.61,NA,NA,2,1,2,2,5,8,0.11,2,2,2152,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,91,10814318,11022443,Banyule,Entire home/apt,Loft
Loft,Yarra,within an hour,131.35,100,93,3,1.5,1,2,4.79,168,2.5,1,1,2015,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,185,10859819,26609368,Yarra,Entire home/apt,Loft
Condo,Manningham,within an hour,93.00999999999999,100,100,4,2,2,2,4.84,34,0.47,3,1,2159,0.47,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,131,10909671,41045576,Manningham,Entire home/apt,Condo
Condo,Melbourne,within a few hours,60.349999999999994,100,100,2,1,1,1,4.85,294,4.12,3,1,2140,4.12,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,85,11030026,26819059,Melbourne,Entire home/apt,Condo
Loft,Yarra Ranges,within a few hours,183.89,100,96,4,1,2,2,4.91,82,1.16,2,2,2112,1.16,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,259,11302699,59080076,Yarra Ranges,Entire home/apt,Loft
Condo,Yarra,NA,198.79999999999998,NA,100,5,1,3,3,4.96,158,2.23,3,1,2124,2.23,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,280,11446031,12313246,Yarra,Entire home/apt,Condo
