f_property_type,f_neighbourhood_cleansed,f_host_response_time,price,n_host_response_rate,n_host_acceptance_rate,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_calculated_host_listings_count,n_days_since,d_reviews_per_month,d_baby_bath,d_babysitter_recommendations,d_baking_sheet,d_bathroom_essentials,d_beach_essentials,d_bread_maker,d_building_staff,d_carbon_monoxide_alarm,d_changing_table,d_cleaning_products,d_dining_table,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_fireplace_guards,d_game_console,d_hangers,d_high_chair,d_host_greets_you,d_hot_water,d_hot_water_kettle,d_indoor_fireplace,d_keypad,d_lake_access,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_outdoor_dining_area,d_outdoor_furniture,d_private_entrance,d_roomdarkening_shades,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_waterfront,d_have_kitchen,d_have_stove,d_have_oven,d_have_refrigeratorfridgefreezer,d_have_coffeenespresso,d_have_bbq_grilbarbecue,d_have_freeon_premisesfreestreet,d_have_paidparking,d_have_bathtubbath_tubhot_tub,d_have_linenscomforts,d_have_wifiinternet,d_have_netflixamazoneapplerokuhbo,d_have_tvhdtv,d_have_speakerssound_system,d_have_shampooconditioner,d_have_body_soapbody_washshower_gel,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_have_air_condfan,d_have_patio_or_balconyterrace,d_have_backyardgarden,d_have_board_game,d_have_closetwardrobeclothing_storage,d_have_breakfast,d_have_cleaning_before_checkout,d_have_workspace,d_have_cooking_basicsdishesrice_makertoasterglasses,d_have_first_aid,d_have_sauna,d_have_fitnessgym,d_have_children2551010,d_have_pool,d_have_crib,d_host_is_superhost,d_host_identity_verified,d_instant_bookable,local_price,id,host_id,neighbourhood_cleansed,room_type,property_type
Condo,Melbourne,within a few hours,135.60999999999999,90,97,5,1,2,3,NA,0,NA,2,8,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,191,51649531,61619807,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within a few hours,127.8,90,97,4,1,2,3,5,1,0.73,2,8,40,0.73,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,180,51663076,61619807,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within a few hours,97.97999999999999,87,98,5,1,2,3,NA,0,NA,2,14,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,138,51663458,10248444,Melbourne,Entire home/apt,Condo
Condo,Yarra,within an hour,142.70999999999998,100,92,4,1,2,2,5,1,1,2,24,22,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,201,51722300,160004102,Yarra,Entire home/apt,Condo
Condo,Melbourne,within an hour,97.97999999999999,95,95,5,1,2,3,NA,0,NA,2,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,138,51817941,109333133,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within an hour,97.97999999999999,95,95,5,1,2,3,NA,0,NA,2,10,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,138,51842649,109333133,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within an hour,112.17999999999999,100,100,4,3,2,2,5,1,0.37,3,1,80,0.37,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,158,52081673,70084481,Melbourne,Entire home/apt,Condo
Serviced_apartment,Melbourne,within a few hours,85.19999999999999,83,98,2,1,1,1,4,1,1,1,41,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,120,52174567,392306676,Melbourne,Entire home/apt,Serviced_apartment
Serviced_apartment,Melbourne,within a few hours,70.28999999999999,83,98,3,1,NA,2,4.45,11,3.06,1,41,107,3.06,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,99,52175215,392306676,Melbourne,Entire home/apt,Serviced_apartment
Serviced_apartment,Melbourne,within a few hours,63.9,83,98,2,1,2,1,4.67,6,1.61,1,41,111,1.61,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,90,52175698,392306676,Melbourne,Entire home/apt,Serviced_apartment
Serviced_apartment,Stonnington,within a day,139.16,80,24,4,1,1,2,NA,0,NA,28,15,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,196,52307398,3518112,Stonnington,Entire home/apt,Serviced_apartment
Serviced_apartment,Stonnington,within a day,139.16,80,24,4,1,1,2,NA,0,NA,28,15,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,196,52308252,3518112,Stonnington,Entire home/apt,Serviced_apartment
Serviced_apartment,Stonnington,within a day,188.85999999999999,80,24,6,1,2,2,NA,0,NA,28,15,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,266,52308405,3518112,Stonnington,Entire home/apt,Serviced_apartment
Serviced_apartment,Stonnington,within a day,188.85999999999999,80,24,6,1,2,2,NA,0,NA,28,15,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,266,52308679,3518112,Stonnington,Entire home/apt,Serviced_apartment
Condo,Stonnington,within an hour,102.94999999999999,100,100,4,1,2,2,NA,0,NA,40,1,NA,NA,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,145,52324195,13513225,Stonnington,Entire home/apt,Condo
Condo,Whitehorse,within an hour,95.14,98,93,4,2,2,2,3,1,0.81,4,4,36,0.81,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,134,52326764,111721187,Whitehorse,Entire home/apt,Condo
Serviced_apartment,Whitehorse,within an hour,108.63,100,93,4,2,2,3,5,11,3.75,2,1,87,3.75,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,153,52355213,58396265,Whitehorse,Entire home/apt,Serviced_apartment
Condo,Yarra,within an hour,497.71,100,88,4,2,2,2,5,3,1.11,3,1,80,1.11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,701,52391699,424077761,Yarra,Entire home/apt,Condo
Serviced_apartment,Port Phillip,within an hour,70.28999999999999,100,75,2,1,1,1,5,1,0.45,4,3,66,0.45,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,99,52393500,424091664,Port Phillip,Entire home/apt,Serviced_apartment
Condo,Yarra,within an hour,110.75999999999999,100,93,4,1,2,3,5,7,4.12,2,1,50,4.12,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,156,52415113,23050179,Yarra,Entire home/apt,Condo
Condo,Yarra,within an hour,90.88,100,100,2,1.5,1,1,4,3,0.89,1,4,100,0.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,128,52496271,405712935,Yarra,Entire home/apt,Condo
Condo,Melbourne,within an hour,124.96,100,100,4,1,2,2,5,3,3,1,8,25,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,176,52503258,409228497,Melbourne,Entire home/apt,Condo
Condo,Port Phillip,within an hour,110.75999999999999,100,100,4,1,1,2,5,7,4.67,1,1,44,4.67,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,156,52521303,55988101,Port Phillip,Entire home/apt,Condo
Condo,Stonnington,within an hour,48.28,100,83,2,1,1,1,5,2,0.86,3,1,69,0.86,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,68,52625258,240588278,Stonnington,Entire home/apt,Condo
Serviced_apartment,Melbourne,within an hour,127.08999999999999,100,93,4,1,2,2,5,1,0.37,1,23,79,0.37,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,179,52669981,412803321,Melbourne,Entire home/apt,Serviced_apartment
Condo,Melbourne,within an hour,92.3,100,100,4,1,2,2,5,1,1,2,1,20,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,130,52707093,41613502,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within an hour,56.8,100,100,2,1,1,1,4.71,7,2.59,1,1,80,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,80,52720859,94158316,Melbourne,Entire home/apt,Condo
Serviced_apartment,Melbourne,within an hour,75.25999999999999,100,98,4,1,1,2,4.5,4,1.5,2,17,79,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,106,52722286,215750094,Melbourne,Entire home/apt,Serviced_apartment
Serviced_apartment,Melbourne,within an hour,137.73999999999998,100,91,6,1.5,3,4,5,7,3.62,2,1,57,3.62,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,194,52749086,6178356,Melbourne,Entire home/apt,Serviced_apartment
Condo,Port Phillip,within a day,85.91,80,40,2,1.5,1,1,5,1,1,5,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,121,52761574,9434382,Port Phillip,Entire home/apt,Condo
Condo,Bayside,within an hour,106.5,100,74,2,1,1,1,5,5,1.74,1,1,85,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,52782452,378163880,Bayside,Entire home/apt,Condo
Condo,Melbourne,within an hour,139.87,100,98,6,2,2,3,4.94,36,12.41,1,11,86,12.41,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,197,52784369,356845764,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within an hour,141.29,100,98,6,2,2,3,4.92,39,13.45,1,11,86,13.45,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,199,52784425,356845764,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within a few hours,115.72999999999999,87,98,5,1,2,3,NA,0,NA,2,14,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,163,52833188,10248444,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within an hour,133.48,95,95,5,1,2,3,NA,0,NA,2,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,188,52838353,109333133,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within an hour,97.97999999999999,95,95,5,1,2,3,NA,0,NA,2,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,138,52857126,109333133,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within an hour,95.85,95,95,5,1,2,3,NA,0,NA,2,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,135,52857309,109333133,Melbourne,Entire home/apt,Condo
Condo,Moonee Valley,within an hour,124.96,100,86,4,2,2,2,5,5,2.24,2,5,66,2.24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,176,52924559,9885145,Moonee Valley,Entire home/apt,Condo
Condo,Port Phillip,within an hour,312.4,100,100,2,2,1,1,5,7,6,2,1,34,6,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,440,52952833,389742654,Port Phillip,Entire home/apt,Condo
Serviced_apartment,Melbourne,within an hour,323.76,94,94,4,2,2,2,5,1,1,3,26,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,456,52972760,4177728,Melbourne,Entire home/apt,Serviced_apartment
Condo,Melbourne,within an hour,110.75999999999999,100,100,5,2,2,3,4.46,13,6.61,1,9,58,6.61,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,156,52977348,231393835,Melbourne,Entire home/apt,Condo
Serviced_apartment,Melbourne,within an hour,102.94999999999999,98,96,4,2,2,2,4.73,15,6.08,1,5,73,6.08,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,145,52980228,254627785,Melbourne,Entire home/apt,Serviced_apartment
Loft,Melbourne,within an hour,83.07,100,80,2,1,1,1,4.75,4,4,1,1,25,4,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,117,52993262,15919031,Melbourne,Entire home/apt,Loft
Serviced_apartment,Melbourne,within an hour,79.52,100,98,4,1,2,2,3.5,2,1.07,2,17,55,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,112,53012736,215750094,Melbourne,Entire home/apt,Serviced_apartment
Condo,Moonee Valley,within an hour,143.42,100,86,4,2,2,2,4.4,5,2.11,2,5,70,2.11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,202,53015109,9885145,Moonee Valley,Entire home/apt,Condo
Condo,Melbourne,within an hour,139.16,100,99,6,2,2,3,5,13,5.49,1,2,70,5.49,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,196,53015208,378786140,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within an hour,119.28,100,100,4,2.5,2,3,5,2,2,1,9,27,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,168,53019515,231393835,Melbourne,Entire home/apt,Condo
Serviced_apartment,Melbourne,within an hour,90.88,90,80,2,1,1,1,5,2,2,7,5,17,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,128,53050980,30932561,Melbourne,Entire home/apt,Serviced_apartment
Condo,Melbourne,within an hour,119.99,96,94,4,1,2,2,4.8,15,7.89,1,2,56,7.89,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,169,53054511,394805238,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within an hour,142.70999999999998,100,98,6,1,2,3,4.7,23,10.3,1,11,66,10.3,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,201,53084741,356845764,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within an hour,142,100,98,6,2,2,3,4.88,17,7.39,1,11,68,7.39,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,200,53084799,356845764,Melbourne,Entire home/apt,Condo
Condo,Melbourne,within an hour,124.96,100,99,6,2,2,3,5,15,6.82,1,2,65,6.82,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,176,53085537,378786140,Melbourne,Entire home/apt,Condo
Serviced_apartment,Monash,within an hour,127.8,100,97,6,2,2,3,4.75,8,6.49,2,5,36,6.49,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,180,53099544,239211141,Monash,Entire home/apt,Serviced_apartment
